pH_before,TDS_before,Turbidity_before,Temperature_before,Pressure_before,pH_after,TDS_after,Turbidity_after,Temperature_after,Efficiency,TDS_Reduction,Turbidity_Reduction,pH_Change,Water_Status,Membrane_Status
8.15,989,34.21,23.2,3.89,7.16,326,9.94,23,67.04,663,24.27,-0.99,Poor,Needs Cleaning
7.33,1493,21.54,34.7,1.85,7.44,805,5.7,34,46.08,688,15.84,0.11,Poor,Replace
6.52,3162,42.17,15.5,1.94,6.75,1061,12.13,15.3,66.45,2101,30.04,0.23,Poor,Needs Cleaning
7.44,2270,10.01,25.1,5.85,6.92,1012,0.63,24.2,55.42,1258,9.38,-0.52,Poor,Replace
6.73,3316,18.75,25.6,4.55,7.26,452,5.48,25.1,86.37,2864,13.27,0.53,Poor,Healthy
8.65,751,35.63,38.6,1.28,6.93,129,7.2,39.1,82.82,622,28.43,-1.72,Poor,Needs Cleaning
8.27,1382,38.4,37.9,2.71,6.9,207,9.17,37.1,85.02,1175,29.23,-1.37,Poor,Healthy
8.13,906,34.56,22.3,3.54,7.09,380,2.51,22,58.06,526,32.05,-1.04,Acceptable,Replace
8.41,1268,39.54,15.8,1.56,7.31,123,3.59,14.9,90.3,1145,35.95,-1.1,Poor,Healthy
8.14,3856,12.86,16.5,1.06,7.06,2311,1.56,16.3,40.07,1545,11.3,-1.08,Poor,Replace
6.64,4229,10.87,16.7,4.47,6.76,1625,2.11,16.3,61.57,2604,8.76,0.12,Poor,Needs Cleaning
6.58,827,1.69,26,3.2,6.5,116,0.4,26.3,85.97,711,1.29,-0.08,Excellent,Healthy
8.57,2799,44.36,18.1,2.36,7.11,544,6.96,19,80.56,2255,37.4,-1.46,Poor,Needs Cleaning
7.4,3863,37.28,18.5,3.91,7.5,395,6.99,17.7,89.77,3468,30.29,0.1,Poor,Healthy
7.41,2252,10.66,36.7,5.42,6.55,1418,0.94,36.7,37.03,834,9.72,-0.86,Poor,Replace
8.05,2655,10.68,26.7,1.28,7.31,1528,1.44,26,42.45,1127,9.24,-0.74,Poor,Replace
8.58,2856,12.08,17.1,5.18,6.93,1507,3.45,17.9,47.23,1349,8.63,-1.65,Poor,Replace
8.54,764,24.11,34.5,4.03,6.73,522,3.03,35,31.68,242,21.08,-1.81,Poor,Replace
6.7,1860,49.92,25.7,5.05,6.86,859,4.54,25.2,53.82,1001,45.38,0.16,Poor,Replace
7.67,2005,17.33,18.8,4.57,7.13,1058,3.54,19.1,47.23,947,13.79,-0.54,Poor,Replace
6.52,3108,28.42,15.5,1.75,6.81,1465,2.16,16.1,52.86,1643,26.26,0.29,Poor,Replace
8.62,3920,13.34,31.6,4.44,6.66,832,3.43,30.6,78.78,3088,9.91,-1.96,Poor,Needs Cleaning
6.68,1020,17.38,16.8,2.08,7.38,290,1.35,17,71.57,730,16.03,0.7,Acceptable,Needs Cleaning
6.52,963,27.66,15,4.69,7.42,595,2.56,16,38.21,368,25.1,0.9,Acceptable,Replace
8.14,4212,41.69,34.7,5.27,6.56,2170,4.61,34.8,48.48,2042,37.08,-1.58,Poor,Replace
7.64,1825,49.89,31.1,4.71,7.26,1222,5.38,31.9,33.04,603,44.51,-0.38,Poor,Replace
6.69,2807,18.68,20,4.24,6.94,336,3.98,19,88.03,2471,14.7,0.25,Poor,Healthy
8.67,1366,20.68,19.3,1.59,7.26,211,2.21,20,84.55,1155,18.47,-1.41,Acceptable,Needs Cleaning
7.46,3004,28.92,31.8,3.59,6.82,1807,4.06,31.4,39.85,1197,24.86,-0.64,Poor,Replace
7.62,3143,7.89,25.1,1.47,7.2,1239,1.51,24.7,60.58,1904,6.38,-0.42,Poor,Needs Cleaning
6.83,4063,37.59,33.8,1.97,6.77,1404,5.99,34.8,65.44,2659,31.6,-0.06,Poor,Needs Cleaning
6.59,1567,9.2,30.3,5.87,6.86,600,1.71,30.1,61.71,967,7.49,0.27,Acceptable,Needs Cleaning
6.64,1286,7.21,37.3,4.64,7.26,382,0.58,37.3,70.3,904,6.63,0.62,Excellent,Needs Cleaning
7.24,1632,14.47,37.3,1.01,7.3,792,1.28,36.9,51.47,840,13.19,0.06,Acceptable,Replace
8.34,1283,2.53,16.7,5.49,7.07,808,0.42,16.1,37.02,475,2.11,-1.27,Acceptable,Replace
7.7,1264,41.91,24.8,2.97,6.7,281,10.49,24.4,77.77,983,31.42,-1,Poor,Needs Cleaning
8.68,585,36.89,35.4,5.25,6.54,179,8.04,35.9,69.4,406,28.85,-2.14,Poor,Needs Cleaning
8.42,4653,6.91,36.8,3.25,7.17,1097,1.09,36.9,76.42,3556,5.82,-1.25,Poor,Needs Cleaning
7.74,4351,29.4,19,1.12,6.51,354,4.44,18.8,91.86,3997,24.96,-1.23,Poor,Healthy
6.51,3783,38.96,18.4,2.47,7.02,2454,4.23,17.7,35.13,1329,34.73,0.51,Poor,Replace
6.83,2085,33.22,23.5,2.78,7.24,1371,3.09,23.7,34.24,714,30.13,0.41,Poor,Replace
7.74,2606,22.57,36.4,5.2,6.91,1579,2.01,36.1,39.41,1027,20.56,-0.83,Poor,Replace
7.9,2511,5.03,21.2,4.01,7.24,409,1.26,20.6,83.71,2102,3.77,-0.66,Acceptable,Needs Cleaning
7.38,3730,14.38,15.5,2.47,6.77,1107,3.57,16.3,70.32,2623,10.81,-0.61,Poor,Needs Cleaning
7.81,4193,24.2,25.1,2.25,7.01,1382,4.6,24.7,67.04,2811,19.6,-0.8,Poor,Needs Cleaning
8.02,1108,28.56,32.3,3.9,7.22,87,7.46,32.1,92.15,1021,21.1,-0.8,Poor,Healthy
7.1,2647,18.09,15.2,2.9,7.09,183,1.7,15.3,93.09,2464,16.39,-0.01,Acceptable,Healthy
8.51,4517,41.99,28.3,1.9,7.36,3031,3.26,28.7,32.9,1486,38.73,-1.15,Poor,Replace
6.93,1040,35.23,34.1,4.51,6.88,469,5.29,34.3,54.9,571,29.94,-0.05,Poor,Replace
7.21,3430,15.26,33.1,1.08,6.74,1960,3.46,32.4,42.86,1470,11.8,-0.47,Poor,Replace
8.45,4765,18.18,20,5.35,6.78,2453,4.36,19.3,48.52,2312,13.82,-1.67,Poor,Replace
8.19,4869,26.37,35,2.73,7.24,554,7.1,35.6,88.62,4315,19.27,-0.95,Poor,Healthy
7.94,1440,13.37,18.9,5.52,7.13,997,1.49,19.3,30.76,443,11.88,-0.81,Acceptable,Replace
7.88,2342,21.14,36.9,4.44,6.85,1345,3.59,37.7,42.57,997,17.55,-1.03,Poor,Replace
8.47,1651,17.12,29.4,1.88,7.3,877,2.34,28.4,46.88,774,14.78,-1.17,Acceptable,Replace
8.55,3348,21.17,19.7,3.46,7.07,1909,2.72,19.4,42.98,1439,18.45,-1.48,Poor,Replace
6.91,1562,37.88,37.7,2.77,7.31,636,7.49,36.8,59.28,926,30.39,0.4,Poor,Replace
8.7,4952,26.51,33.1,3.66,7.48,2363,4.43,34,52.28,2589,22.08,-1.22,Poor,Replace
8.67,2663,22.18,24.1,2.59,6.75,920,4.06,25,65.45,1743,18.12,-1.92,Poor,Needs Cleaning
8.3,1930,29.96,19.7,4.17,7.16,994,2.83,20,48.5,936,27.13,-1.14,Acceptable,Replace
7.56,2383,8.44,17.1,4.24,7.24,662,1.02,17.2,72.22,1721,7.42,-0.32,Acceptable,Needs Cleaning
7.24,2286,14.52,17.1,2.99,7.42,340,3.52,17.3,85.13,1946,11,0.18,Poor,Healthy
8.74,4173,45.93,15.9,3.78,7.49,2235,5.86,16.3,46.44,1938,40.07,-1.25,Poor,Replace
6.8,4512,20.77,25.8,1.5,7.28,826,1.3,25.7,81.69,3686,19.47,0.48,Acceptable,Needs Cleaning
8.19,2114,21.82,29.1,5.82,7.04,347,1.58,28.2,83.59,1767,20.24,-1.15,Acceptable,Needs Cleaning
6.89,2325,9.47,22.1,2.2,6.85,267,2.13,22.2,88.52,2058,7.34,-0.04,Acceptable,Healthy
8.18,3550,49.87,25.4,5.29,7.46,1128,5.9,24.6,68.23,2422,43.97,-0.72,Poor,Needs Cleaning
7.44,4590,43.4,15.5,5.78,7.35,475,12.87,15.5,89.65,4115,30.53,-0.09,Poor,Healthy
6.99,3650,19.82,31.9,5.2,6.95,820,5.02,31.6,77.53,2830,14.8,-0.04,Poor,Needs Cleaning
8.02,950,22.33,28.6,2.99,6.69,86,1.6,29.2,90.95,864,20.73,-1.33,Acceptable,Healthy
7.09,2105,46.94,24,5.33,6.96,220,10.95,24.9,89.55,1885,35.99,-0.13,Poor,Healthy
7.73,537,19.79,32.3,2.84,6.88,117,3.75,31.4,78.21,420,16.04,-0.85,Poor,Needs Cleaning
7.42,749,18.61,22.9,5.78,6.54,297,1.51,23.8,60.35,452,17.1,-0.88,Acceptable,Needs Cleaning
8.43,4294,40.38,38.3,2.45,7.45,1287,3.36,38.7,70.03,3007,37.02,-0.98,Poor,Needs Cleaning
6.83,4031,11.2,21.2,4.91,7.09,552,2.21,20.5,86.31,3479,8.99,0.26,Acceptable,Healthy
8.78,882,47.41,34.8,1.75,6.95,117,12.63,34.6,86.73,765,34.78,-1.83,Poor,Healthy
8.26,3641,37.42,24.8,3.19,6.93,706,7.51,24.6,80.61,2935,29.91,-1.33,Poor,Needs Cleaning
8.09,1566,49.74,35.6,4.42,6.94,850,10.59,36.1,45.72,716,39.15,-1.15,Poor,Replace
8.63,4759,40.88,34.5,4.55,6.71,1889,9.83,33.8,60.31,2870,31.05,-1.92,Poor,Needs Cleaning
6.94,3566,1.45,28.5,4.41,6.74,1925,0.21,28.3,46.02,1641,1.24,-0.2,Poor,Replace
7.89,4117,28.03,24.9,3.51,7.28,1291,2.38,25,68.64,2826,25.65,-0.61,Poor,Needs Cleaning
7.73,670,29.81,27.9,5.06,7.47,50,8.11,26.9,92.54,620,21.7,-0.26,Poor,Healthy
7.05,1245,42.94,25.3,2.43,6.67,714,11.79,24.4,42.65,531,31.15,-0.38,Poor,Replace
7.3,3490,8.52,35.9,4.99,7.35,1880,1.21,36.8,46.13,1610,7.31,0.05,Poor,Replace
8.1,4391,37.94,17.4,1.53,6.79,1867,10.02,17.8,57.48,2524,27.92,-1.31,Poor,Replace
7.98,1964,4.13,35.6,2.27,6.65,539,0.45,35.1,72.56,1425,3.68,-1.33,Acceptable,Needs Cleaning
7.77,4912,41.37,33.2,2.46,7.27,303,10.21,34.2,93.83,4609,31.16,-0.5,Poor,Healthy
8.38,4762,22.99,16.4,2.03,6.65,276,5.28,17.3,94.2,4486,17.71,-1.73,Poor,Healthy
7.7,3276,46.99,30,2.07,6.54,965,9.87,30.4,70.54,2311,37.12,-1.16,Poor,Needs Cleaning
7.29,3148,3.46,32.7,2.32,7.29,2094,0.47,32,33.48,1054,2.99,0,Poor,Replace
8.23,3445,41.11,18,4.8,7.24,529,3.97,17.5,84.64,2916,37.14,-0.99,Poor,Needs Cleaning
8.53,3305,3.95,38.3,3.07,7.43,366,0.44,39.3,88.93,2939,3.51,-1.1,Excellent,Healthy
6.7,4498,40.88,37.9,3.81,6.85,662,2.64,37.6,85.28,3836,38.24,0.15,Acceptable,Healthy
7.2,605,13.08,36.1,4.03,7.24,35,2.7,36.1,94.21,570,10.38,0.04,Acceptable,Healthy
7.97,4150,24.08,20.1,4.42,7.38,602,4.95,19.5,85.49,3548,19.13,-0.59,Poor,Healthy
6.61,3491,11.01,24.5,1.39,7.06,396,2.65,24.2,88.66,3095,8.36,0.45,Acceptable,Healthy
7.89,4522,19.34,34.2,5.58,6.71,301,2.06,33.5,93.34,4221,17.28,-1.18,Acceptable,Healthy
8.79,4001,32.07,19.6,5.43,7.28,371,8.03,19.5,90.73,3630,24.04,-1.51,Poor,Healthy
6.69,2608,25.19,36.8,4.02,6.55,586,7.54,36.8,77.53,2022,17.65,-0.14,Poor,Needs Cleaning
7.49,2463,4.32,30.7,4.45,6.72,255,0.26,30.5,89.65,2208,4.06,-0.77,Excellent,Healthy
7.02,4141,49.99,37.2,1.07,7.35,1752,4.95,37.1,57.69,2389,45.04,0.33,Poor,Replace
8.04,4841,10.73,18.1,5.89,6.5,918,0.7,17.4,81.04,3923,10.03,-1.54,Acceptable,Needs Cleaning
8.03,2445,30.3,23.8,4.39,7.37,1644,2.16,24.4,32.76,801,28.14,-0.66,Poor,Replace
7.17,1050,11.13,29.4,5.81,7,528,3.17,29.4,49.71,522,7.96,-0.17,Poor,Replace
8.69,4563,34.78,25.4,5.9,7.13,3109,9.94,25.6,31.87,1454,24.84,-1.56,Poor,Replace
6.81,1564,10.4,15.2,1.17,7.4,843,1.69,16.1,46.1,721,8.71,0.59,Acceptable,Replace
7.75,2823,30.67,39.6,2.77,6.85,962,8.69,39.1,65.92,1861,21.98,-0.9,Poor,Needs Cleaning
7.27,984,33.43,22.3,1.02,7.4,109,6.66,21.9,88.92,875,26.77,0.13,Poor,Healthy
8.09,4943,12.37,16.3,4.6,6.5,1910,1.25,16.3,61.36,3033,11.12,-1.59,Poor,Needs Cleaning
7.44,4867,15.65,20.7,2.58,6.89,1875,3.3,21.1,61.48,2992,12.35,-0.55,Poor,Needs Cleaning
7.97,2376,44.89,21.7,4.67,6.96,220,10.61,22.5,90.74,2156,34.28,-1.01,Poor,Healthy
8.52,1146,36.45,30.6,1.2,6.78,121,3.7,30.3,89.44,1025,32.75,-1.74,Poor,Healthy
8.44,1736,34.66,32.6,2.43,6.93,111,6.05,31.7,93.61,1625,28.61,-1.51,Poor,Healthy
8.33,4358,45.14,29.5,4.15,7.31,232,5.58,28.6,94.68,4126,39.56,-1.02,Poor,Healthy
6.81,888,23.79,22.6,3.82,6.89,578,5.44,23.4,34.91,310,18.35,0.08,Poor,Replace
7.01,4071,24.13,36.9,2.99,6.65,2332,3.44,37.3,42.72,1739,20.69,-0.36,Poor,Replace
7.77,4867,35.41,31.8,3.15,7.04,2210,10.38,31.3,54.59,2657,25.03,-0.73,Poor,Replace
7.96,4218,17.3,23.1,2.3,7.47,279,1.47,22.4,93.39,3939,15.83,-0.49,Acceptable,Healthy
8.43,1381,31.4,33.1,1.55,7.08,420,3.28,33.4,69.59,961,28.12,-1.35,Poor,Needs Cleaning
6.69,3630,35.88,39.2,5.06,7.12,320,8.6,40.1,91.18,3310,27.28,0.43,Poor,Healthy
6.6,3572,13.58,39.9,3.15,7.33,272,1.42,40.4,92.39,3300,12.16,0.73,Acceptable,Healthy
6.89,833,40.95,21.7,2.48,6.78,477,5.08,22.1,42.74,356,35.87,-0.11,Poor,Replace
7.43,4680,43.12,33.8,5.96,7.37,1367,8.11,33.6,70.79,3313,35.01,-0.06,Poor,Needs Cleaning
7.03,2960,35.39,21.5,2.98,6.5,1920,3.67,21.1,35.14,1040,31.72,-0.53,Poor,Replace
7.36,2623,9.41,25.7,3.33,7.01,180,1.14,25.5,93.14,2443,8.27,-0.35,Acceptable,Healthy
7.76,1844,26.84,25.4,2.81,7.17,1266,6.39,25.4,31.34,578,20.45,-0.59,Poor,Replace
7.18,2046,38.4,24.4,4.08,6.74,194,8.68,24.2,90.52,1852,29.72,-0.44,Poor,Healthy
8.14,2988,43.53,21,2.02,7.22,1388,7.34,21.6,53.55,1600,36.19,-0.92,Poor,Replace
8.56,2467,42.21,30.2,5.65,6.93,670,12.16,29.3,72.84,1797,30.05,-1.63,Poor,Needs Cleaning
8.08,1870,19.02,15.4,4,7.23,1287,2.57,14.4,31.18,583,16.45,-0.85,Poor,Replace
7.19,1149,3.95,34.6,4.5,6.69,145,0.9,34.6,87.38,1004,3.05,-0.5,Excellent,Healthy
8.35,2266,1.51,20.3,4.52,7.19,581,0.22,19.9,74.36,1685,1.29,-1.16,Acceptable,Needs Cleaning
7.88,3297,43.44,16.2,5.95,6.77,363,2.49,15.9,88.99,2934,40.95,-1.11,Acceptable,Healthy
6.93,4477,12.41,31.8,3.09,7.2,2910,2.85,31.6,35,1567,9.56,0.27,Poor,Replace
8.31,4596,27.36,23.8,2.82,6.74,2007,6.44,24.7,56.33,2589,20.92,-1.57,Poor,Replace
7.28,4457,24.33,26.5,2.93,7.47,609,4.21,25.8,86.34,3848,20.12,0.19,Poor,Healthy
7.51,2917,8.49,38.5,3.86,6.75,627,1.81,38.8,78.51,2290,6.68,-0.76,Acceptable,Needs Cleaning
8.29,3593,39.63,39.5,2.72,7.28,198,8.27,38.8,94.49,3395,31.36,-1.01,Poor,Healthy
8.24,3868,31.41,26.5,1.46,7.05,472,7.98,25.9,87.8,3396,23.43,-1.19,Poor,Healthy
6.68,1471,20.03,34.9,5.13,7.31,247,2.42,35.7,83.21,1224,17.61,0.63,Acceptable,Needs Cleaning
7.8,2713,40.16,22.1,3.02,6.7,232,9.18,23,91.45,2481,30.98,-1.1,Poor,Healthy
6.62,4480,9.83,31.3,5.41,6.93,1860,2.02,30.9,58.48,2620,7.81,0.31,Poor,Replace
8.52,3839,13.18,35.6,4.97,6.92,1630,1.44,35.8,57.54,2209,11.74,-1.6,Poor,Replace
6.85,603,31.33,37.7,4.79,7,308,4.22,38,48.92,295,27.11,0.15,Poor,Replace
7.54,2070,39.48,30.5,4.9,6.94,129,5.02,30.5,93.77,1941,34.46,-0.6,Poor,Healthy
8.63,2664,45.61,26.7,4.17,7.08,1372,13.35,26.4,48.5,1292,32.26,-1.55,Poor,Replace
7.55,3376,36,20.1,3.09,6.67,555,6.04,20.8,83.56,2821,29.96,-0.88,Poor,Needs Cleaning
6.62,2627,40.15,32.6,2.29,7.12,244,2.63,31.7,90.71,2383,37.52,0.5,Acceptable,Healthy
7.48,2590,30.77,19.2,5.75,6.64,1001,1.96,19.3,61.35,1589,28.81,-0.84,Poor,Needs Cleaning
7.95,3834,48.61,32.2,4.98,6.52,202,10.46,32.7,94.73,3632,38.15,-1.43,Poor,Healthy
7.63,535,48.78,33.1,4.74,7.39,32,5.25,34,94.02,503,43.53,-0.24,Poor,Healthy
8.76,3777,35.51,35,1.14,6.69,2261,7.37,35.1,40.14,1516,28.14,-2.07,Poor,Replace
8.47,3497,24.88,32.1,2.74,7.22,278,5.63,32,92.05,3219,19.25,-1.25,Poor,Healthy
7.31,3083,30.96,39,4.15,7.04,235,2.66,38.5,92.38,2848,28.3,-0.27,Acceptable,Healthy
8.2,4661,18.47,22.9,1.98,6.97,1574,5.22,23.1,66.23,3087,13.25,-1.23,Poor,Needs Cleaning
7.35,1168,22.28,29.6,1.29,7.35,726,4.15,29.1,37.84,442,18.13,0,Poor,Replace
6.78,3704,29.99,35.8,4.21,7.36,1185,7.62,36.4,68.01,2519,22.37,0.58,Poor,Needs Cleaning
7.29,3859,23.69,31,5.74,6.86,909,5.39,30.8,76.44,2950,18.3,-0.43,Poor,Needs Cleaning
8.17,4938,7.51,23.1,4.61,7.3,381,1.78,23.1,92.28,4557,5.73,-0.87,Acceptable,Healthy
6.51,3591,47.14,16.1,1.4,6.99,524,3.06,16.2,85.41,3067,44.08,0.48,Poor,Healthy
7.2,3568,44.37,24.8,4.36,7.48,712,9.74,23.9,80.04,2856,34.63,0.28,Poor,Needs Cleaning
7.89,1604,34.68,20.9,3.39,6.69,1071,6.13,20.3,33.23,533,28.55,-1.2,Poor,Replace
8.74,2890,49.84,29.5,3.37,6.71,222,6.43,30.1,92.32,2668,43.41,-2.03,Poor,Healthy
8.26,3239,41.87,37.3,1.85,7.17,181,8.7,38.2,94.41,3058,33.17,-1.09,Poor,Healthy
7.45,1384,37.6,23.7,1.07,7.13,354,7.68,23.5,74.42,1030,29.92,-0.32,Poor,Needs Cleaning
8.57,1470,38.6,23.4,3.77,7.37,591,7.8,23.5,59.8,879,30.8,-1.2,Poor,Replace
7.06,1566,38.08,29.3,1.26,7.15,121,6.25,30,92.27,1445,31.83,0.09,Poor,Healthy
8.27,2484,36.4,20,2.33,7.02,189,5.56,21,92.39,2295,30.84,-1.25,Poor,Healthy
6.58,4864,41.03,34.3,3.84,6.97,1875,11.77,33.9,61.45,2989,29.26,0.39,Poor,Needs Cleaning
7.19,3439,7.4,39.5,4.41,7.43,1414,0.99,39.7,58.88,2025,6.41,0.24,Poor,Replace
8,1923,46.08,33,2.92,6.65,856,4.14,32.8,55.49,1067,41.94,-1.35,Poor,Replace
8.25,3278,37.48,36.1,4.42,7.49,326,5.06,36.1,90.05,2952,32.42,-0.76,Poor,Healthy
8.23,1312,25.02,30,5.01,7.29,752,5.21,29.7,42.68,560,19.81,-0.94,Poor,Replace
7.62,841,21.5,35.1,5.7,6.57,163,3.37,34.4,80.62,678,18.13,-1.05,Poor,Needs Cleaning
7.3,3193,20.59,30.3,2.53,7.01,283,3.04,29.5,91.14,2910,17.55,-0.29,Poor,Healthy
7.3,2509,40.8,28.6,1.77,6.89,199,7.41,28.4,92.07,2310,33.39,-0.41,Poor,Healthy
8.04,4043,11.54,39.4,5.36,7.1,313,3.31,40,92.26,3730,8.23,-0.94,Poor,Healthy
7.85,3404,14.55,31,5.44,6.6,459,3.37,30.5,86.52,2945,11.18,-1.25,Poor,Healthy
6.61,3135,6.26,30.5,4.96,6.61,218,1.01,30.6,93.05,2917,5.25,0,Acceptable,Healthy
8.38,3077,39.57,19.8,5.17,7.01,1882,5.84,19.1,38.84,1195,33.73,-1.37,Poor,Replace
6.83,2925,48.03,38.8,2.22,7.12,944,5.82,38.4,67.73,1981,42.21,0.29,Poor,Needs Cleaning
8.6,995,42.9,28.3,2.53,7.16,195,8.87,27.3,80.4,800,34.03,-1.44,Poor,Needs Cleaning
8.66,3946,31.32,36.9,4.03,7.12,990,8.72,37.4,74.91,2956,22.6,-1.54,Poor,Needs Cleaning
6.74,4226,3.5,26.6,1.54,6.8,286,0.57,25.9,93.23,3940,2.93,0.06,Excellent,Healthy
8.4,4693,44.79,16.3,3.29,7.07,458,2.93,16.5,90.24,4235,41.86,-1.33,Acceptable,Healthy
6.73,1343,1.38,37,4.32,7.07,736,0.09,36.2,45.2,607,1.29,0.34,Acceptable,Replace
6.59,3180,34.75,18.6,5.24,6.6,425,3.91,19.3,86.64,2755,30.84,0.01,Poor,Healthy
7.21,4397,14.32,39.4,5.78,6.98,880,1.79,39.4,79.99,3517,12.53,-0.23,Acceptable,Needs Cleaning
7.41,2495,18.01,38.1,2.54,6.98,378,1.44,37.5,84.85,2117,16.57,-0.43,Acceptable,Needs Cleaning
7.48,1319,15.18,21.6,1.08,7.47,127,3.26,21,90.37,1192,11.92,-0.01,Poor,Healthy
8.58,3498,38.09,22.4,2.44,7.16,1215,10.74,23.1,65.27,2283,27.35,-1.42,Poor,Needs Cleaning
7.93,1160,31.55,18.1,2.36,6.54,74,5.9,18.5,93.62,1086,25.65,-1.39,Poor,Healthy
7.65,3099,25.55,15.6,5.28,7.1,1402,6.43,15.9,54.76,1697,19.12,-0.55,Poor,Replace
8.05,2030,31.12,26.6,4.36,7.41,157,4.13,27.3,92.27,1873,26.99,-0.64,Poor,Healthy
8.14,3025,39.9,19.2,1.88,6.51,1634,3.22,20.1,45.98,1391,36.68,-1.63,Poor,Replace
6.55,856,1.97,34,3.23,7.49,72,0.31,34,91.59,784,1.66,0.94,Excellent,Healthy
7.38,4766,16.96,20.9,1.28,6.79,1352,1.91,20.8,71.63,3414,15.05,-0.59,Poor,Needs Cleaning
8.01,4448,49.32,37.3,4.43,6.57,850,14.75,37.5,80.89,3598,34.57,-1.44,Poor,Needs Cleaning
7.4,4957,19.81,27.6,2.36,7.46,2061,3.05,26.7,58.42,2896,16.76,0.06,Poor,Replace
7.3,514,18.71,32,3.27,7.21,50,4.72,31.8,90.27,464,13.99,-0.09,Poor,Healthy
7.1,2915,45.4,39.8,4.77,6.95,1615,6.49,39.4,44.6,1300,38.91,-0.15,Poor,Replace
8.56,3211,17.9,24.9,1.85,7.39,2080,4.65,24.4,35.22,1131,13.25,-1.17,Poor,Replace
8.42,1109,6.74,39.9,3.47,6.56,452,1.24,40.3,59.24,657,5.5,-1.86,Acceptable,Replace
8.56,3279,32.66,35.1,1.93,7.12,394,2.58,34.9,87.98,2885,30.08,-1.44,Acceptable,Healthy
6.98,3015,12.95,27.1,3.57,7.05,1460,0.73,26.1,51.58,1555,12.22,0.07,Poor,Replace
7.08,4914,43.46,28.3,5.97,7.04,847,5.82,27.8,82.76,4067,37.64,-0.04,Poor,Needs Cleaning
7.13,4472,9.65,18,3.24,7.32,3014,1.02,18,32.6,1458,8.63,0.19,Poor,Replace
7.55,650,45.81,30.6,5.34,7.5,326,13.16,29.6,49.85,324,32.65,-0.05,Poor,Replace
8.08,4135,3.43,28.1,5.03,6.98,614,1,27.1,85.15,3521,2.43,-1.1,Acceptable,Healthy
7.78,1112,21.83,28.8,3.35,7.36,318,5.21,28.4,71.4,794,16.62,-0.42,Poor,Needs Cleaning
7.04,3102,8.67,27.3,4.83,6.6,1158,2.2,26.4,62.67,1944,6.47,-0.44,Poor,Needs Cleaning
8.03,1434,49.53,20.4,2.42,6.6,154,4.76,20.1,89.26,1280,44.77,-1.43,Poor,Healthy
8.44,2674,1.83,34.4,4.04,7.28,986,0.42,34.2,63.13,1688,1.41,-1.16,Acceptable,Needs Cleaning
7.88,2199,20.83,30,1.37,7.04,148,1.38,29.6,93.27,2051,19.45,-0.84,Acceptable,Healthy
7.7,982,17.89,23.4,4.5,6.53,559,3.06,22.6,43.08,423,14.83,-1.17,Poor,Replace
7.53,928,25.5,36.9,4.8,7.01,443,1.63,36.6,52.26,485,23.87,-0.52,Acceptable,Replace
7.14,3751,2.6,36.3,2.49,7.33,1014,0.56,36.6,72.97,2737,2.04,0.19,Poor,Needs Cleaning
8.54,1119,48.52,37.1,1.68,6.82,156,10.81,36.3,86.06,963,37.71,-1.72,Poor,Healthy
6.69,2749,16.16,20.1,4.01,7.3,1766,1.94,19.1,35.76,983,14.22,0.61,Poor,Replace
7.64,2222,3.58,17.2,4.36,6.51,522,0.92,18.1,76.51,1700,2.66,-1.13,Acceptable,Needs Cleaning
7.49,4516,12.36,27.4,3.5,7.42,2042,0.94,27,54.78,2474,11.42,-0.07,Poor,Replace
8.22,3248,48.48,21.9,5.05,6.68,914,4.05,21.9,71.86,2334,44.43,-1.54,Poor,Needs Cleaning
7.81,4154,39.04,28.2,5.88,6.71,1629,3.26,28.2,60.78,2525,35.78,-1.1,Poor,Needs Cleaning
6.72,4874,38.5,17.5,1.42,6.63,2507,7.39,17.7,48.56,2367,31.11,-0.09,Poor,Replace
7.83,1431,15.93,38.8,3.15,7.26,999,1.91,38.4,30.19,432,14.02,-0.57,Acceptable,Replace
7.23,1765,36.15,23.5,5.62,7.19,652,4.68,23.2,63.06,1113,31.47,-0.04,Poor,Needs Cleaning
8.62,692,24.82,19.4,2.77,7.07,109,4.68,20.4,84.25,583,20.14,-1.55,Poor,Needs Cleaning
7.29,1332,17.14,36.7,3.78,7.13,726,2.6,37.6,45.5,606,14.54,-0.16,Acceptable,Replace
8.11,563,38.7,39.9,5.73,6.77,33,4.42,40.4,94.14,530,34.28,-1.34,Poor,Healthy
7.48,4387,23.12,37,1.27,7.04,2095,1.51,36.3,52.25,2292,21.61,-0.44,Poor,Replace
8.64,4808,24.52,17.8,2.75,7.43,2865,3.27,17.7,40.41,1943,21.25,-1.21,Poor,Replace
6.81,3506,6.72,32.5,5.97,6.78,1615,1.41,33.5,53.94,1891,5.31,-0.03,Poor,Replace
6.52,3779,10.39,39.1,3.77,6.93,977,2.11,38.5,74.15,2802,8.28,0.41,Acceptable,Needs Cleaning
8.29,1365,9.39,17.8,4.13,7.46,143,2.18,18.2,89.52,1222,7.21,-0.83,Acceptable,Healthy
6.86,1244,47.95,30.8,5.73,6.7,74,10.49,31.7,94.05,1170,37.46,-0.16,Poor,Healthy
8.03,1960,29.82,15.6,5.97,6.81,949,7.63,15.7,51.58,1011,22.19,-1.22,Poor,Replace
7.69,3576,10.05,19.8,5.59,6.82,829,1.91,20.6,76.82,2747,8.14,-0.87,Acceptable,Needs Cleaning
